,sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,parent_sr_number
936,SR19-03235875,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:52:30.000,2019-12-31T17:31:24.000,2019-12-31T16:52:30.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
937,SR19-03235874,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T16:51:58.000,2020-01-09T09:44:07.000,2020-01-09T09:44:03.000,1206 W 96TH ST,,,60643.0,1206,W,96TH,ST,False,False,73,21,M045,1,22,2213,37,16,3,12,1169899.142747,1841075.288204,41.719411489,-87.653316403,"{'latitude': '41.71941148856887', 'longitude': '-87.65331640347863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,72,22212,592.0,13,
938,SR19-03235873,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:51:56.000,2019-12-31T17:30:46.000,2019-12-31T16:51:56.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
939,SR19-03235872,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:51:55.000,2019-12-31T17:31:24.000,2019-12-31T16:51:55.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
940,SR19-03235871,Graffiti Removal Request,GRAF,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T16:51:07.000,2020-01-02T08:05:30.000,2020-01-02T08:05:30.000,3899 N BELL AVE,,,60618.0,3899,N,BELL,AVE,False,False,5,47,K013,2,19,1921,2,16,3,12,1160700.845552,1925829.088268,41.952179836,-87.684662877,"{'latitude': '41.952179836228005', 'longitude': '-87.68466287660833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,46,21538,613.0,18,
941,SR19-03235869,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:50:58.000,2019-12-31T17:30:46.000,2019-12-31T16:50:58.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
942,SR19-03235868,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T16:50:14.000,2020-01-07T08:27:07.000,2020-01-07T08:27:07.000,1052 N LEAMINGTON AVE,,,60651.0,1052,N,LEAMINGTON,AVE,False,False,25,37,D020,3,15,1531,15,16,3,12,1141769.748586,1906740.496155,41.900170854,-87.754728079,"{'latitude': '41.90017085378663', 'longitude': '-87.75472807882875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,26,4299,585.0,45,
943,SR19-03235867,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:50:13.000,2019-12-31T17:31:07.000,2019-12-31T16:50:13.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
944,SR19-03235866,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T16:49:35.000,2020-01-28T06:57:06.000,2020-01-28T06:57:06.000,5645 S HONORE ST,,,60636.0,5645,S,HONORE,ST,False,False,67,15,L035,1,7,715,17,16,3,12,1165055.019193,1867050.269364,41.790794161,-87.670325825,"{'latitude': '41.790794160540806', 'longitude': '-87.67032582548956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,65,22257,345.0,3,
945,SR19-03235865,Alley Light Out Complaint,SFA,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T16:49:12.000,2020-06-18T17:05:24.000,2020-06-18T17:05:24.000,5617 N FAIRFIELD AVE,,,60659.0,5617,N,FAIRFIELD,AVE,True,False,2,40,J008,1,20,2011,24,16,3,12,1157078.039224,1937271.483787,41.98365287,-87.697668323,"{'latitude': '41.983652869718235', 'longitude': '-87.69766832274479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50,20,4450,15.0,24,SR19-03235859
946,SR19-03235864,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:49:00.000,2019-12-31T17:30:26.000,2019-12-31T16:49:01.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
947,SR19-03235863,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:48:56.000,2019-12-31T17:30:46.000,2019-12-31T16:48:56.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
948,SR19-03235862,Alley Light Out Complaint,SFA,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T16:48:43.000,2020-06-18T17:05:24.000,2020-06-18T17:05:24.000,5617 N FAIRFIELD AVE,,,60659.0,5617,N,FAIRFIELD,AVE,True,False,2,40,J008,1,20,2011,24,16,3,12,1157078.039224,1937271.483787,41.98365287,-87.697668323,"{'latitude': '41.983652869718235', 'longitude': '-87.69766832274479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50,20,4450,15.0,24,SR19-03235859
949,SR19-03235861,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:48:40.000,2019-12-31T17:31:07.000,2019-12-31T16:48:40.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
950,SR19-03235860,Restaurant Complaint,HFB,311 City Services,Health,Completed,Phone Call,2019-12-31T16:48:35.000,2020-02-28T13:46:22.000,2020-02-28T13:46:22.000,3150 W TOUHY AVE,,,60645.0,3150,W,TOUHY,AVE,False,False,2,50,I005,1,24,2411,5,16,3,12,1153905.169233,1947530.812963,42.011868971,-87.709062549,"{'latitude': '42.011868971162244', 'longitude': '-87.70906254867499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,20,22528,,27,
951,SR19-03235859,Alley Light Out Complaint,SFA,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T16:48:20.000,2020-06-18T17:05:24.000,2020-06-18T17:05:24.000,5617 N FAIRFIELD AVE,,,60659.0,5617,N,FAIRFIELD,AVE,False,False,2,40,J008,1,20,2011,24,16,3,12,1157078.039224,1937271.483787,41.98365287,-87.697668323,"{'latitude': '41.983652869718235', 'longitude': '-87.69766832274479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50,20,4450,15.0,24,
952,SR19-03235858,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:48:12.000,2019-12-31T17:30:46.000,2019-12-31T16:48:13.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
953,SR19-03235856,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:48:02.000,2019-12-31T17:30:26.000,2019-12-31T16:48:03.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
954,SR19-03235855,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:47:41.000,2019-12-31T17:30:26.000,2019-12-31T16:47:42.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
955,SR19-03235848,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:44:26.000,2019-12-31T17:30:46.000,2019-12-31T16:44:27.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
956,SR19-03235846,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,2019-12-31T16:43:32.000,2020-01-02T08:03:45.000,2020-01-02T08:03:45.000,2216 W NORTH AVE,,,60647.0,2216,W,NORTH,AVE,True,False,24,32,K018,3,14,1434,2,16,3,12,1161228.84222,1910677.196306,41.910591084,-87.683144341,"{'latitude': '41.91059108426249', 'longitude': '-87.68314434088958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,25,22535,298.0,40,SR19-03234646
957,SR19-03235844,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T16:43:22.000,2019-12-31T17:31:07.000,2019-12-31T16:43:22.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,16,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
958,SR19-03235843,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:43:20.000,2019-12-31T17:30:26.000,2019-12-31T16:43:20.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
959,SR19-03235841,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:42:38.000,2019-12-31T17:30:46.000,2019-12-31T16:42:38.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
960,SR19-03235840,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T16:42:26.000,2019-12-31T17:31:24.000,2019-12-31T16:42:27.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,16,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
961,SR19-03235838,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:41:49.000,2019-12-31T17:31:07.000,2019-12-31T16:41:49.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
962,SR19-03235837,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:41:22.000,2019-12-31T17:31:07.000,2019-12-31T16:41:23.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
963,SR19-03235836,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T16:41:21.000,2019-12-31T17:30:46.000,2019-12-31T16:41:22.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,16,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
964,SR19-03235834,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:41:00.000,2019-12-31T17:30:46.000,2019-12-31T16:41:01.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
965,SR19-03235832,Snow – Uncleared Sidewalk Complaint,SWSNOREM,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T16:40:27.000,2020-01-03T07:43:50.000,2020-01-03T07:43:50.000,5056 N SHERIDAN RD,,,60640.0,5056,N,SHERIDAN,RD,True,False,3,48,N010,2,20,2024,21,16,3,12,1168570.677431,1934193.459618,41.97496486,-87.655490123,"{'latitude': '41.97496486035841', 'longitude': '-87.65549012332329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,31,22616,634.0,16,SR19-03235726
966,SR19-03235830,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:40:07.000,2019-12-31T17:31:07.000,2019-12-31T16:40:08.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
967,SR19-03235829,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:39:39.000,2019-12-31T17:30:26.000,2019-12-31T16:39:39.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
968,SR19-03235826,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:39:09.000,2019-12-31T17:31:07.000,2019-12-31T16:39:10.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
969,SR19-03235824,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:38:25.000,2019-12-31T17:30:46.000,2019-12-31T16:38:25.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
970,SR19-03235823,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:38:19.000,2019-12-31T17:30:26.000,2019-12-31T16:38:20.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
971,SR19-03235821,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T16:37:50.000,2019-12-31T17:30:46.000,2019-12-31T16:37:50.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,16,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
972,SR19-03235820,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:37:41.000,2019-12-31T17:30:46.000,2019-12-31T16:37:42.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
